OBJECTID,PROJECT_ID,FISCAL_YEAR,CONSTRUCTION_YEAR,CONCEPT_CODE,CONCEPT_DESCRIPTION,WORK_CONCEPT,SUB_PROGRAM_CODE,SUB_PROGRAM_DESCRIPTION,ROUTE_TYPE,ROUTE_NAME,ROUTE,COUNTY,TITLE,LIMITS,MILES,REGION,CONSTRUCTION_COST_RANGE_WD,LAST_REFRESH_DATE,WORK_DESCRIPTION,ASSEMBLY_DISTRICT_NUMBERS,CONGRESSIONAL_DISTRICT_NUMBERS,SENATE_DISTRICT_NUMBERS
200556,86100274,2024,2024,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACING/RSRF20,303,STATE HIGHWAY REHABILITATION                                               ,WIS,124,WIS 124,CHIPPEWA                      ,"C CHIPPEWA FALLS, BAY STREET",HIGH STREET TO BRIDGE STREET,0.82,NW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.",67,3,23
200559,36700074,2024,2024,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONST/MILL & OVERLAY/RSRF,303,STATE HIGHWAY REHABILITATION                                               ,WIS,089,WIS 089,DANE                          ,LAKE MILLS - COLUMBUS,CLARKSON ROAD TO AVALON ROAD,9.83,SW,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Resurfacing.,"37,42","2,5,6","14,13"
200560,55400271,2024,2024,PVRPLA,PAVEMENT REPLACEMENT,CONST/PVRPLA,303,STATE HIGHWAY REHABILITATION                                               ,WIS,027,WIS 027,CRAWFORD                      ,PRAIRIE DU CHIEN - VIROQUA,0.1 MI N NORTH AVENUE TO CTH C,8.507,SW,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,Resurface Mill and Overlay.,96,3,32
200561,62301471,2023,2023,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/RESUR,303,STATE HIGHWAY REHABILITATION                                               ,WIS,054,WIS 054,OUTAGAMIE                     ,SHIOCTON - SEYMOUR,PARK AVENUE - FRENCH ROAD,11.3,NE,"$7,000,000 - $7,999,999",2021/07/24 08:34:36+00,Resurfacing STH 54 from Seymour-Shioton,"5,6",8,2
200562,10605370,2024,2024,MISC  ,MISCELLANEOUS,CONST/NOISE BARRIER REHAB,303,STATE HIGHWAY REHABILITATION                                               ,OFF,SYS,OFF SYS,MILWAUKEE                     ,VARIOUS NOISE WALL LOCATIONS,LOCATIONS ON STN PER ANNUAL PLAN,,SE,"$500,000 - $749,999",2021/07/24 08:34:36+00,VARIOUS NOISE WALL LOCATIONS,0,"1,4",0
200563,92501471,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,077,WIS 077,IRON                          ,MELLEN - HURLEY,UPSON LAKE ROAD TO ODANAH ROAD,11.35,NC,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,To Be Determined,74,7,25
200564,51630772,2025,2025 - 2026,RECST ,"RECONSTRUCTION, PRESERVATION",CONST/DECK RPL B-32-163/RECST,303,STATE HIGHWAY REHABILITATION                                               ,WIS,035,WIS 035,LA CROSSE                     ,GENOA - LACROSSE,LACROSSE CO LINE TO SUNNYSIDE DR,1.561,SW,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,"Reconstruct US14 & STH 35 intersection; revise access points to improve safety and mobility","94,96,95",3,32
200565,38410370,2023,2023,BRRHB ,BRIDGE REHABILITATION,CONST/BRIDGE REHABILITATION,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,WALWORTH                      ,C DELAVAN RICHMOND ROAD,BRIDGE OVER SWAN CREEK B-64-0157,0,SE,"$500,000 - $749,999",2021/07/24 08:34:36+00,RICHMOND RD (BR OVR SWAN CREEK B-64-0157) BRIDGE REHAB,32,1,11
200566,68710070,2024,2024,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,WAUSHARA                      ,"T SAXEVILLE, 29TH DRIVE            ",AUSTIN CREEK BRIDGE P-69-0012,0,NC,"$250,000 - $499,999",2021/07/24 08:34:36+00,,40,6,14
200567,76100078,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,029,WIS 029,DUNN                          ,SPRING VALLEY - MENOMONIE,STH 25 S TO USH 12 E,0.19,NW,"$250,000 - $499,999",2021/07/24 08:34:36+00,To Be Determined,29,3,10
200569,60700172,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,033,WIS 033,DODGE                         ,FOX LAKE - BEAVER DAM,0.1MI W OF FOREST STREET TO STH 68,0.572,SW,"$500,000 - $749,999",2021/07/24 08:34:36+00,To Be Determined,42,6,14
200570,62402271,2024,2024,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,047,WIS 047,OUTAGAMIE                     ,APPLETON - BLACK CREEK,CTH JJ - CTH B,10.871,NE,"$6,000,000 - $6,999,999",2021/07/24 08:34:36+00,Resurface level improvement,"5,56",8,"19,2"
200571,73230071,2024,2024,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRIDGE REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,M  ,County M  ,LA CROSSE                     ,STH 16 - CTH S,"LA CROSSE RIVER BRIDGE, B-32-0245",0,SW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,Local Bridge Replacement Project,94,3,32
200573,54000072,2022,2022,RECST ,"RECONSTRUCTION, PRESERVATION",CONST/TURN LANES,303,STATE HIGHWAY REHABILITATION                                               ,US,151,US 151,DANE                          ,"C MADISON, S BLAIR ST/JOHN NOLAN DR",WILSON/WILLIAMSON ST INTERSECTION,0.128,SW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,Add left turn lanes.,76,2,26
200574,15600080,2022,2022,RECST ,"RECONSTRUCTION, PRESERVATION",CONS/RECST/SANITARY & WATER/LCL100%,303,STATE HIGHWAY REHABILITATION                                               ,US,063,US 063,WASHBURN                      ,SPOONER - HAYWARD,GREENWOOD AVE TO POPLAR STREET,1.025,NW,"$750,000 - $999,999",2021/07/24 08:34:36+00,"This project consists of reconstructing existing urban street sections, replacing municipal water/sanitary utilities, and all incidentals necessary.",73,7,25
200575,17060173,2022,2022,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/ MILL AND OVERLAY,303,STATE HIGHWAY REHABILITATION                                               ,WIS,011,WIS 011,ROCK                          ,BRODHEAD - JANESVILLE,STH 104 TO CTH B,9.69,SW,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,Resurfacing greater than 4 inches,"45,43",2,15
200580,30500176,2026 - 2027,2025 - 2026,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,019,WIS 019,DANE                          ,SUN PRAIRIE - WATERTOWN,WOOD VIOLET LANE TO BR MAUNESHA RVR,6.644,SW,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,To Be Determined,"38,46",2,"16,13"
200583,51800073,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,060,WIS 060,CRAWFORD                      ,BRIDGEPORT - BOSCOBEL,KICKAPOO RIVER TO USH 61,8.36,SW,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,To Be Determined,96,3,32
200584,88330071,2022,2022,RCND20,RECONDITION (IMPROVE CURVE/GRADE/SIGHT/INTERSECT),CONSTRUCTION/RECONDITION,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,County,A  ,County A  ,BARRON                        ,DALLAS - CTH SS                    ,CTH U TO CTH I                     ,4.17,NW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,Improve existing failing pavement and lower the mainline grade of the 18th St intersection to improve sight distance.,75,7,25
200585,58990060,2024,2024,MISC  ,MISCELLANEOUS,CONST/SIGNING/MARKING/CURVE PAV'T,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,County,HH ,County HH ,SAUK                          ,REEDSBURG - LYNDON STATION,CTH H TO THE JUNEAU COUNTY LINE,3.486,SW,"$500,000 - $749,999",2021/07/24 08:34:36+00,"Improve corridor safety through treatments recommended in the August 2019 Corridor Safety Evaluation (CSE).  Treatments include signing and marking, as well as widening the pavement at curves.",50,2,17
200587,71100070,2022,2022,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACING,303,STATE HIGHWAY REHABILITATION                                               ,WIS,037,WIS 037,EAU CLAIRE                    ,MONDOVI - EAU CLAIRE,USH 10 TO STH 85,15.177,NW,"$7,000,000 - $7,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, asphalt overlay B-06-0073, and widen and pave shoulder with rumble strips, along with all incidentals necessary.","92,93",3,31
200589,50400372,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,080,WIS 080,RICHLAND                      ,RICHLAND CENTER - HILLSBORO,PINE RIVER BRIDGE TO CTH C,11.098,SW,"$11,000,000 - $11,999,999",2021/07/24 08:34:36+00,To Be Determined,50,3,17
200591,10200086,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,I-,094,I-094,JACKSON                       ,OSSEO - BLACK RIVER FALLS,S POLE GROVE RD BRIDGE B-27-0026,0.062,NW,"$500,000 - $749,999",2021/07/24 08:34:36+00,To Be Determined,92,3,31
200592,10900871,2022,2022,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,I-,043,I-043,WAUKESHA                      ,IH 43 ROCK FREEWAY,MOORLAND RD TO HALE I/C,3.61,SE,"$17,000,000 - $19,999,999",2021/07/24 08:34:36+00,I43 (MOORLAND TO HALE I/C) RESURFACE,84,"1,5",28
200594,92250760,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,102,WIS 102,PRICE                         ,CHELSEA - SPIRIT,TAYLOR COUNTY LINE TO STH 86,6.01,NC,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,To Be Determined,74,7,25
200605,29840776,2023,2023,MISC  ,MISCELLANEOUS,CONST/INTERSECTION MODIFICATION,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,County,PP ,County PP ,MILWAUKEE                     ,C MILWAUKEE GOOD HOPE ROAD,99TH ST TO 60TH ST,0.039,SE,"$500,000 - $749,999",2021/07/24 08:34:36+00,"5 INTERSECTIONS ON GOOD HOPE RD, 99TH TO 60TH ST","11,12",4,4
200606,31100870,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,059,WIS 059,WAUKESHA                      ,STH 59 PALMYRA-WAUKESHA,W COUNTY LINE TO CTH X,16.694,SE,"$12,000,000 - $12,999,999",2021/07/24 08:34:36+00,To Be Determined,"97,33,99",1,"11,33"
200609,92501261,2023,2023,PSRS40,SHORT TERM OVERLAY (MILL AND OVERLAY),CONST/PREV MAINT APPRVL 2/10/15,303,STATE HIGHWAY REHABILITATION                                               ,WIS,077,WIS 077,IRON                          ,MELLEN - HURLEY,ASHLAND CO LINE TO UPSON LAKE ROAD,7.055,NC,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Mill and overlay roadway from the Ashland County line to Upson Lake Road.,74,7,25
200610,20402070,2023,2023,BRRHB ,BRIDGE REHABILITATION,CONST/BRIDGE REHABILITATION,303,STATE HIGHWAY REHABILITATION                                               ,WIS,100,WIS 100,MILWAUKEE                     ,"RYAN RD, CITY OF OAK CREEK",BRIDGE OVER RR B-40-530,0,SE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"STH 100, BRIDGE OVER RR B-40-530 (bridge deck replacement)",21,1,7
200611,29845070,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRIDGE REPLACEMENT P-40-0537,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,MILWAUKEE                     ,W CALUMET ROAD                     ,BRIDGE OVER LITTLE MENOMONEE RIVER ,0,SE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"W CALUMET RD, BRIDGE OVER LITTLE MENOMONEE RIVER",12,4,4
200613,15800474,2023,2023,MISC  ,MISCELLANEOUS,CONSTRUCTION/MISCELLANEOUS,303,STATE HIGHWAY REHABILITATION                                               ,US,008,US 008,RUSK                          ,LADYSMITH - PRENTICE,E 16TH ST N/OLD 8 RD TO PRICE CO LN,20.55,NW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"Clean, line, and replace existing culvert pipes. Replace guardrail. Wingwall replacement on structure C-54-0001.",87,7,29
200614,60400075,2024,2024,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRIDGE REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,COLUMBIA                      ,"TOWN OF SCOTT, KOWALD ROAD         ","FOX RIVER BRIDGE, B-11-0181",0,SW,"$500,000 - $749,999",2021/07/24 08:34:36+00,Local Bridge Replacement Project,42,6,14
200616,48400071,2025,2025 - 2026,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRRPL,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,T  ,County T  ,FOND DU LAC                   ,"T EMPIRE, CTH T                    ",TAYCHEEDAH CREEK BRIDGE            ,0.178,NE,"$250,000 - $499,999",2021/07/24 08:34:36+00,"2020-2025 Local Bridge Program, replace structure B200019 in the Town of Empire, located on CTH T; Taycheeday Creek Bridge.",52,6,18
200617,14000089,2024,2024,BRRHB ,BRIDGE REHABILITATION,CONST/ CONCRETE OVERLAY,303,STATE HIGHWAY REHABILITATION                                               ,WIS,016,WIS 016,DODGE                         ,COLUMBUS - WATERTOWN,CMSTPP RR BRIDGE B-14-066,0.349,SW,"$750,000 - $999,999",2021/07/24 08:34:36+00,Bridge Rehab,37,5,13
200618,12040577,2025,2025 - 2026,MISC  ,MISCELLANEOUS,CONST/HSIP/MISC,303,STATE HIGHWAY REHABILITATION                                               ,US,018,US 018,DANE                          ,DODGEVILLE - MOUNT HOREB,CTH F INTERSECTION,0.304,SW,"$500,000 - $749,999",2021/07/24 08:34:36+00,Improve intersection safety by adding Reduced Conflict U-Turns (RCUTs) or other approved treatments.,80,2,27
200619,63600575,2026 - 2027,2025 - 2026,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,107,WIS 107,MARATHON                      ,"V MARATHON CITY, MAIN STREET",CTH B TO NORTH STREET,0.493,NC,"$250,000 - $499,999",2021/07/24 08:34:36+00,To Be Determined,86,7,29
200620,51700560,2022,2022,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONSTRUCTION/RSRF10,303,STATE HIGHWAY REHABILITATION                                               ,WIS,082,WIS 082,CRAWFORD                      ,LANSING - DESOTO,IOWA STATE LINE TO STH 35,2.565,SW,"$750,000 - $999,999",2021/07/24 08:34:36+00,Mill and Overlay,96,3,32
200623,10210372,2024,2024,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONSTRUCTION/BRIDGE REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,I-,094,I-094,EAU CLAIRE                    ,EAU CLAIRE - OSSEO,CTH D BRIDGE B-18-0213 (EAST BOUND),0.052,NW,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,This project consists of a bridge replacement of the existing B-18-0213 bridge along with all incidentals necessary.,93,3,31
200625,10160565,2025,2025 - 2026,BRRHB ,BRIDGE REHABILITATION,CONST/BRIDGE O'LAYS/NEW JOINT/BRRHB,303,STATE HIGHWAY REHABILITATION                                               ,I-,090,I-090,JUNEAU                        ,TOMAH - MAUSTON,43RD ST W BRIDGES B-29-41 & B-29-42,0.017,SW,"$750,000 - $999,999",2021/07/24 08:34:36+00,Place concrete deck overlays and replace expansion joints on both bridges.,50,3,17
200627,35760172,2026 - 2027,2025 - 2026,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,106,WIS 106,JEFFERSON                     ,"C FORT ATKINSON, RIVERSIDE DRIVE",PARK DRIVE TO ROBERT STREET,0.85,SW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,To Be Determined,"43,33",5,"11,15"
200628,37450070,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRIDGE REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,WG ,County WG ,KENOSHA                       ,CTH WG                             ,BRIDGE OVER DUTCH GAP CANAL P300900,0.003,SE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"CTH WG, BRIDGE OVER DUTCH GAP CANAL",61,1,21
200629,31201370,2024,2024,MISC  ,MISCELLANEOUS,CONST/HSIP INTERSECT MODIFICATION,303,STATE HIGHWAY REHABILITATION                                               ,US,012,US 012,WALWORTH                      ,USH 12,INTERSECTION WITH STH 67,0,SE,"$250,000 - $499,999",2021/07/24 08:34:36+00,USH 12 (INTERSECT WITH STH 67)INTERSECTION MODIFICATION HSIP,31,1,11
200633,21600671,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,181,WIS 181,MILWAUKEE                     ,GLENVIEW AVE - WAUWATOSA AVE,WISCONSIN AVE TO CENTER ST,2.211,SE,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,To Be Determined,"14,13","4,5",5
200634,21350471,2023,2023,RECST ,"RECONSTRUCTION, PRESERVATION",CONST/RECONSTRUCT NO ADD'L LANES,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,LOC,STR,LOC STR,MILWAUKEE                     ,C WAUWATOSA W NORTH AVENUE,MAYFAIR ROAD TO N 95TH STREET      ,0.86,SE,"$8,000,000 - $8,999,999",2021/07/24 08:34:36+00,W NORTH AVE (MAYFAIR RD TO N 95TH ST) RECONSTRUCT NO ADDED CAPACITY,"14,13",5,5
200635,40600572,2022,2022,RECST ,"RECONSTRUCTION, PRESERVATION",CONST/INTERSECTION IMPROVEMENTS,303,STATE HIGHWAY REHABILITATION                                               ,WIS,028,WIS 028,DODGE                         ,HORICON - KEWASKUM,STH 67/175/TW INTERSECTION,0.572,SW,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Improve intersection safety by constructing a roundabout or other features.,39,5,13
200637,59920719,2023,2023,RCND10,RECONDITION (INTERSECTION/WIDEN/SHOULDER),CONST/LEFT TURN LANES/MONOTUBES,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,LOC,STR,LOC STR,DANE                          ,"C MADISON, GAMMON ROAD",WATTS ROAD INTERSECTION,0.102,SW,"$500,000 - $749,999",2021/07/24 08:34:36+00,Improve intersection safety by providing off-set left turn lanes and monotube signals.,78,2,26
200638,20500470,2022,2022,RECST ,"RECONSTRUCTION, PRESERVATION",CONST/RECONSTRUCT W/ NO ADDL LANES,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,County,BB ,County BB ,MILWAUKEE                     ,WEST RAWSON AVENUE                 ,S 27TH STREET TO S 20TH STREET     ,0.48,SE,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,"W RAWSON AVE, S 27TH ST TO S 20TH ST",21,1,7
200639,10500081,2023,2023,BRPVTV,BRIDGE PREVENTIVE,CONSTRUCTION/BRIDGE DECK SEALING,303,STATE HIGHWAY REHABILITATION                                               ,WIS,029,WIS 029,CHIPPEWA                      ,"NW REGION, STH 29 BRDG DECK SEALING",BRIDGE DECK SEALING (VAR),0,NW,"$100,000 - $249,999",2021/07/24 08:34:36+00,Bridge deck sealing on 65 bridges on STH 29.,"87,69,67,68","3,7","10,29,23"
200642,86500072,2025,2025 - 2026,MISC  ,MISCELLANEOUS,CONST/MISC/CULVERT REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,WIS,128,WIS 128,ST. CROIX                     ,GLENWOOD CITY - STH 64,CULVERTS C-55-0NEW AND C-55-0037,0.027,NW,"$250,000 - $499,999",2021/07/24 08:34:36+00,Replace existing C-55-1084 and C-55-4135 culverts and all incidentals necessary.,29,7,10
200643,31701270,2023,2023,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,050,WIS 050,WALWORTH                      ,DELAVAN - LAKE GENEVA,GENEVA NATIONAL TO FOREST,4.62,SE,"$8,000,000 - $8,999,999",2021/07/24 08:34:36+00,"STH 50, GENEVA NATIONAL TO FOREST","32,31",1,11
200644,29950577,2022,2022,MISC  ,MISCELLANEOUS,CONST/TRAFFIC SIGNAL FLASHERS,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,LOC,STR,LOC STR,MILWAUKEE                     ,S 60TH STREET,INTERSECTION WITH W GREENFIELD AVE,0.017,SE,"$500,000 - $749,999",2021/07/24 08:34:36+00,S 60TH ST INTERSECT W GREENFIELD AVE (HSIP),7,5,3
200646,62900971,2022,2022,MISC  ,MISCELLANEOUS,CONST/MISC,303,STATE HIGHWAY REHABILITATION                                               ,WIS,066,WIS 066,PORTAGE                       ,STEVENS POINT - WAUPACA,COUNTRY CLUB DRIVE INTERSECTION,0.159,NC,"$750,000 - $999,999",2021/07/24 08:34:36+00,Upgrade intersection to improve safety.,71,3,24
200647,16500672,2023,2023,MISC  ,MISCELLANEOUS,CONST/PASSING LANES & SLOPES/MISC,303,STATE HIGHWAY REHABILITATION                                               ,US,061,US 061,GRANT                         ,DICKEYVILLE - LANCASTER,HICKORY LANE TO ALONA LANE,17.7,SW,"$6,000,000 - $6,999,999",2021/07/24 08:34:36+00,Mill & overlay existing asphalt pavement and improve intersections for safety.,49,3,17
